Locus	5_MIN_AVG	15_MIN_AVG	30_MIN_AVG	60_MIN_AVG
b1515	0.1375	0.04	0.025	0.0475
b1516	0.315	0.095	0.06	0.075
b1517	0.58	0.2675	0.295	0.2675
b1518	0.4625	0.1725	0.13	0.185
b1519	0.2325	0.1575	0.17	0.1575
b1520	7.5025	10.2575	9.065	6.8425
b1521	0.5725	0.0025	0	0.045
b1522	1.4425	1.87	2.77	2.3025
b1523	2.245	4.4925	3.79	2.27
b1524	1.75	2.715	2.34	2.33
b1525	1.4225	1.745	1.63	1.2825
b1526	0.9175	1.16	0.9	0.7825
b1527	2.2	3.01	1.755	1.5
b1528	32.4625	35.2375	44.375	14.7625
b1529	1.1625	1.195	1.08	1.2475
b1530	3.355	3.5175	3.3	2.21
b1531	2.9925	4.005	3.35	2.16
b1532	3.945	2.85	4.01	2.635
b1533	0.5575	0.625	0.755	0.81
b1534	0.945	0.86	1.39	1.1425
b1535	1.51	1.96	1.58	1.7075
b1536	0.44	0.3125	0.185	0.485
b1537	0.465	0.34	0.345	0.76
b1538	0.605	0.63	0.675	0.5275
b1539	0.76	0.5825	0.515	0.935
b1540	2.3575	2.975	2.42	1.83
b1541	1.105	1.395	1.84	1.9725
b1542	1.165	1.215	1.58	1.945
b1543	0.62	0.4875	0.335	0.435
b1547	1.07	0.745	0	0.735
b1549	1.8375	1.47	1.14	3.165
b1550	1.26	0.9325	1.305	2.455
b1551	0.545	0	0	0.7825
b1552	1.0525	0.435	0.65	1.64
b1553	1.805	2.435	2.21	2.0825
b1554	0.9175	0.4675	0.335	0.87
b1555	1.1425	0.365	0.645	2.1925
b1556	1.335	1.905	4.015	5.7825
b1557	0.9875	1.0875	2.325	4.4
b1558	3.35	5.505	4.8	4.0075
b1559	1.125	1.06	1.295	1.5225
b1560	1.1225	1.3625	0.255	0.67
b1561	1.0825	1.7075	1.7	1.6025
b1562	0.7625	0.835	0.85	0.7825
b1563	1.2175	1.5075	1.61	0.845
b1564	1.115	1.115	0.925	0.735
b1565	0.2075	0.3575	0.225	0.4
b1566	1.0225	1.0325	1.235	0.7275
b1567	1.2725	1.63	0.775	0.935
b1568	1.2975	2.405	2.03	1.39
b1569	0.69	0.1775	1.1	0.5025
b1570	1.29	1.23	1.1	1.3075
b1571	1.3175	1.42	1.33	1.565
b1572	1.125	0	0	0.845
b1573	1.5725	1.245	0.805	1.7525
b1575	0.7325	0.5425	0.375	0.9
b1576	0.9375	0.525	0.565	1.1225
b1577	1.7625	0.3475	0.93	1.0075
b1579	1.12	0.26	0	1.4225
b1580	0.12	0	0	0.2725
b1581	1.16	2.345	2.165	1.215
b1582	1.4325	1.7375	1.7	1.77
b1583	1.41	2.09	1.25	1.135
b1584	1.8075	2.2525	2.145	1.8125
b1585	0.9525	0.885	0.92	1.345
b1586	0.445	0.74	0.32	0.3475
b1587	0	0	0	0
b1588	0.915	0.215	0	0.875
b1589	0.785	0.465	0.635	0.7475
b1590	1.645	1.7625	2.42	0.9325
b1591	1.945	1.765	2.28	2.495
b1592	1.865	2.2875	2.715	1.5975
b1593	0.285	0.405	0.335	0.405
b1594	0.38	0.38	0.4	0.45
b1595	1.2525	2.1375	1.53	1.1425
b1596	2.045	2.98	3.33	1.845
b1597	1.115	1.09	0.27	0.5925
b1598	0.61	0.645	0.795	0.5675
b1599	1.9825	4.015	4.5	5.9175
b1600	2.305	5.07	4.485	3.2325
b1601	1.4275	1.4	1.625	2
b1602	1.4175	1.225	1.92	3.1575
b1603	1.2475	1.14	1.355	1.855
b1604	1.125	0.935	0.835	0.7
b1605	1.075	1.0425	1.06	1.0375
b1606	1.055	0.98	0.92	1.0525
b1607	0.7625	0.595	0.88	1.2
b1608	1.27	0.66	0.56	0.9425
b1609	1.2375	0.835	0.805	1.195
b1610	3.9675	3.62	3.055	4.25
b1611	0.315	0.2425	0.28	0.19
b1612	0.1975	0.0525	0.075	0.1175
b1613	1.0875	1.02	0.94	1.12
b1614	0.5075	0.455	0.585	0.825
b1615	1.2725	2.425	2.165	1.095
b1616	0	0.0025	0	0.4075
b1617	1.025	1.045	0.415	0.5525
b1618	0.9325	1.0525	1.17	0.895
b1619	0.3775	0.28	0.215	0.445
b1620	0.7625	0.5	0.49	0.8425
b1621	1.4375	1.4625	1.825	1.745
b1622	1.125	0.905	0.925	0.82
b1623	1.1225	1.3575	0.935	0.315
b1624	1.1625	1.0425	1.115	0.9875
b1625	1.385	1.9075	1.23	1.9
b1626	1.535	1.6675	1.49	1.3675
b1627	1.755	1.855	1.84	1.5025
b1628	2.2825	2.5825	2.915	1.9225
b1629	2.1825	3.11	2.39	1.995
b1630	2.1775	2.61	2.82	2.115
b1631	2.33	2.8675	2.835	2.355
b1632	2.325	3.3225	2.87	1.9
b1633	3.78	3.6375	5.64	5.2925
b1634	1.7675	2.2675	2.475	2.14
b1635	0.735	0.8975	0.905	0.58
b1636	1.4225	1.825	1.905	1.9575
b1637	1.175	1.3325	1.465	1.3475
b1638	1.3775	2.195	1.435	1.09
b1639	1.1975	1.9	3.03	3.5
b1640	0.7125	0.7575	0.88	0.875
b1641	0.7575	0.9375	0.93	0.8475
b1642	1.1775	1.4725	1.855	1.7725
b1643	3.7625	3.4775	3.53	2.2075
b1644	2.3325	3.3	3	2.28
b1645	3.025	2.6725	1.445	1.6025
b1646	0.2825	0.3125	0.265	0.315
b1647	0.415	0.42	0.41	0.47
b1648	0.5975	0.8025	0.995	0.88
b1649	0.8525	1.115	0.885	1.055
b1650	0.965	1.27	1.36	0.91
b1651	0.7475	0.685	0.74	0.82
b0353	1.285	1.28	1.15	1.1975
b0354	1.12	1.665	1.59	2.185
b0355	1.7575	1.4275	1.23	1.65
b0356	0.99	0.9425	0.475	0.195
b0357	0.99	1.2425	0.37	0.18
b0358	0.5575	0.465	0.355	0.42
b0359	0.6325	0.7225	0.31	0.6725
b0361	1.085	1.77	1.48	1.1275
b0362	1.575	1.1625	1.465	1.3675
b0363	0.94	0.88	0.95	0.705
b0364	0	0	1.015	0
b0365	1.5275	2.1825	3.52	0.9175
b0366	1.29	2.08	3.045	1.3375
b0367	0.9175	0.795	2.455	0.965
b0368	1.31	1.63	1.84	1.435
b0369	1.8375	2.4925	1.72	1.22
b0370	0.6625	0.45	0.065	0.9075
b0371	1.33	0.9825	0.665	1.89
b0374	0.27	0.1525	0.195	0.2275
b0375	0.71	0	0.54	0.46
b0376	0.4375	0.4125	0.515	0.7375
b0377	0.6925	0.58	0.545	1.0175
b0378	0.8725	1.2275	0.955	0.9625
b0379	0.34	0.345	0.325	0.52
b0381	1.5125	1.7825	2.32	1.725
b0382	0.7225	0.5	0.595	1.02
b0383	1.2175	1.0925	0.595	0.7975
b0384	0.2725	0.1725	0.2	0.32
b0385	1.125	1.0025	0.345	0.9575
b0386	1.105	0.7175	0.87	1.105
b0387	1.2475	1.02	1.24	1.815
b0388	1.6675	2.72	2.48	2.0525
b0389	0.585	0.5725	0.57	0.7675
b0390	0.455	0.3425	0.49	0.9775
b0391	0.9225	0.5375	0.8	1.1725
b0392	0.7975	0.6025	0.855	1.2325
b0393	2.15	2.525	3.075	1.6475
b0394	0.4325	0.505	0.595	0.4075
b0395	0.4225	0.4075	0.5	0.495
b0396	1.255	1.38	1.735	1.73
b0397	1.51	2.3675	2	1.0575
b0398	1.9475	2.5475	2.555	1.765
b0399	1.7075	1.75	1.31	0.82
b0400	1.73	1.2425	1.44	1.1125
b0401	1.675	1.8125	3.285	2.535
b0402	1.9775	1.5775	2.13	1.6075
b0403	7.855	2.1025	1.575	1.29
b0404	1.265	1.71	1.205	0.9825
b0405	1.575	2.1	2.575	3.495
b0406	0.835	0.9225	0.95	0.98
b0407	0.985	0.975	1	0.99
b0408	0.935	1.02	1.375	1.62
b0409	1.0375	1.0075	0.975	1.125
b0410	0.77	0.82	0.91	0.8625
b0411	0.8125	1.8075	1.245	0.6425
b0412	0.82	0.7	0.785	1.305
b0413	1.3525	2.63	1.245	1.1975
b0414	1.2625	2.3375	1.895	1.02
b0415	1.7175	3.4725	2.155	1.525
b0416	1.8275	3.395	2.165	1.67
b0417	1.58	1.6025	1.755	1.585
b0418	1.4075	1.075	1.27	1.1475
b0419	0.355	0.395	0.365	0.355
b0420	0.8025	0.9025	0.915	1.02
b0421	1.35	1.4175	1.485	1.0975
b0422	0.9675	1.3725	0.935	0.82
b0423	2.2525	2.935	3.395	2.765
b0424	1.2225	1.485	1.905	1.885
b0425	1.165	1.5325	1.49	1.615
b0426	1.2475	1.625	1.715	1.535
b0427	2.6725	3.5775	4.3	5.1175
b0428	1.095	1.155	1.655	2.265
b0429	0.9975	1.125	1.73	2.2375
b0430	0.9225	1.0075	1.335	1.3225
b0431	0.8325	1.04	1.22	1.3925
b0432	1.245	1.345	1.92	2.135
b0433	1.965	1.9475	1.81	1.845
b0434	1.2	1.105	1.125	1.1475
b0435	0.21	0.205	0.28	0.26
b0436	1.595	1.3275	1.825	1.4
b0437	0.8425	0.875	0.96	0.7625
b0438	0.94	0.69	1.04	1.0925
b0439	0.735	0.5125	0.735	1.255
b0440	0.5275	0.34	0.305	0.3475
b0441	0.8825	0.655	0.945	1.1025
b0442	0.79	0.8925	1.17	0.95
b0443	0.1225	0.0875	0.1	0.1125
b0444	0.9975	1.0175	1.25	1.7075
b0445	0.41	0.19	0.1	0.305
b0446	1.1875	1.2775	1.055	0.9725
b0447	1.2475	1.1725	0.985	0.89
b0448	1.675	1.2425	1.36	1.285
b0449	1.39	1.035	1.085	1.3325
b0450	4.555	2.615	1.41	1.28
b0451	2.4	1.7325	1.585	1.7575
b0452	0.63	0.76	0.69	0.665
b0453	0.285	0.205	0.28	0.3
b0454	1.2175	0.935	1.035	1.3875
b0456	0.2825	0.1375	0.105	0.1225
b0457	1.1	1.605	1.505	1.45
b0458	1.2	1.01	0.995	0.88
b0459	0.6525	0.4175	0.615	1.275
b0460	1.6275	1.5525	1.205	2.79
b0461	1.85	1.445	1.77	3.3325
b0462	1.0975	0.9925	1.045	0.825
b0463	1.065	1.35	1.105	0.7725
b0464	2.21	1.5825	1.285	1.225
b0465	1.2425	1.19	1.325	1.5575
b0466	1.235	1.6425	2.16	1.5375
b0467	1.1475	1.2225	1.095	0.8425
b0468	1.1675	1.4325	1.205	1.615
b0469	1.5225	1.8975	2.005	2.3525
b0470	1.3275	2.035	1.73	1.2
b0471	1.42	1.925	1.73	1.25
b0472	1.655	1.59	1.94	1.525
b0473	0.5575	0.625	0.625	0.82
b0474	1.015	1.635	1.67	1.5625
b0475	1.4525	2.7725	1.83	1.21
b0476	0.405	0.2175	0.21	0.4575
b0477	2.3425	2.9975	2.71	2.095
b0478	1.43	1.605	1.595	1.205
b0479	1.5425	0.7875	1.495	1.6925
b0480	0.815	0.65	0.785	0.86
b0481	1.075	1.8175	1.79	2.7825
b0482	1.885	2.285	2.785	3.1025
b0483	0.9925	0.9925	1.08	1.715
b4557	3.3975	4.3525	4.635	3.08
